name,yomi,link,pref,city,活動住所,活動場所,活動日,参加条件,定員,費用,ホームページ,備考,募集内容,応募方法,募集開始,募集締切,事務局,TEL,（お願い）,（受付時間）,FAX,E-mail,（その他）,事務局（住所）,その他,募集人員,事務局①,事務局②
愛荘町少年少女発明クラブ,あいしょうちょう,http://kids.jiii.or.jp/modules/pico/index.php?content_id=151,滋賀県,愛知郡愛荘町,愛知郡愛荘町市731,愛荘町立福祉センター「愛の郷」内,毎月第3土曜日（月によって変更あり）,愛荘町内在住の小学4年生～6年生,30,,,,,,,,愛荘町立福祉センター「愛の郷」内　少年少女発明クラブ事務局,０７４９－４２－７１７０,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０７４９－４２－７１７８,,,,,,,
永源寺少年少女発明クラブ,えいげんじ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=150,滋賀県,東近江市,東近江市山上町1316,永源寺コミュニティセンター,原則として毎月第３土曜日,小学生、中学生,30人,"年間費2,000円",,,,事務局に直接連絡して下さい。,随時,無,永源寺コミュニティセンター内,０７４８－２７－１０６０,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,9：00-17：00（平日のみ）,０７４８－２７－１９７４,,,,,,,
大津少年少女発明クラブ,おおつ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=147,滋賀県,大津市,滋賀県大津市本丸町６－５０,大津市科学館,5月から12月までの間で、各クラス月1回程度,大津市内及び近隣の市の小学校3年生～中学生まで,初級1(30名)　初級2(30名) 中級1(30名) 中級2(若干名),"会費（保険・一部材料費）3,000円",http://www.otsu.ed.jp/kagaku/05_event/hatumei.html,詳しくはホームページをご覧ください。,,往復はがき,詳しくはホームページをご覧ください。,詳しくはホームページをご覧ください。,大津市科学館,０７７－５２２－１９０７,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,AM9:00～PM5:00,０７７－５２２－２２９７,ｋａｇａｋｕ＠ｏｔｓｕ．ｅｄ．ｊｐ（すべて小文字で）,,,,,,
多賀町少年少女発明クラブ,たがちょう,http://kids.jiii.or.jp/modules/pico/index.php?content_id=149,滋賀県,犬上郡多賀町,滋賀県犬上郡多賀町久徳１６０－１,多賀町中央公民館 工作室,学校休日（土）の午後,多賀町在住の小学校３年生～中学校３年生,20名,３０００円,,,科学の実験や工作などに興味のあるお子さん,申し込み用紙に記入のうえＦＡＸか持参,４月２６日,５月１０日,多賀町教育委員会　生涯学習課,０７４９－４８－１８００,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,８：３０～１７：１５,０７４９－４８－２３６３,s-ed＠town.taga.lg.jp,,,,,,
栗東市少年少女発明クラブ,りっとうし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=371,滋賀県,栗東市,〒520-3004　滋賀県栗東市上砥山２３２,滋賀県工業技術総合センター別館１階　ほか,原則として毎月第３土曜日（４月～翌年３月）,市内在住の小学4年生～6年生、中学校生徒,20名程度,"年会費　15,000円程度",http://www.jiii-shiga.jp/club/,,,,,,〒520-3004　滋賀県栗東市上砥山２３２　滋賀県工業技術総合センター別館１階　一般社団法人滋賀県発明協会,０７７－５５８－４０４０,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０７７－５５８－３８８７,info＠jiii-shiga.jp　※送信の際は＠を小文字に変えてください,,,,,,
長岡京市少年少女発明クラブ,ながおかきょうし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=153,京都府,長岡京市,長岡京市長岡２－３－１,長岡京市立長岡第六小学校,5月～3月までの土曜日（全12回）,長岡京市在住の小学4年生～6年生,25名,"参加費6,000円",,,,毎年4月上旬にその年度に活動するクラブ員を募集しています。,,,長岡京市立中央公民館,０７５－９５１－１２７８,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,平日9:00～19:00（月曜休館）,０７５－９５５－４７７４,,,,,,,
大阪市生野少年少女発明クラブ,おおさかしいくの,http://kids.jiii.or.jp/modules/pico/index.php?content_id=370,大阪府,大阪市生野区,〒544-0033 大阪府大阪市生野区勝山北３丁目１３−３０,大阪市立生野区民センター,原則として毎月１回　日曜日の午前,市内在住の小学4年生～中学2年生,20名,"年会費　6,000円",,,,,,,,,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,,,,,,,,
大阪市日本橋少年少女発明クラブ,おおさかしにっぽんばし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=157,大阪府,大阪市浪速区,大阪市浪速区日本橋,日本橋筋商店街振興組合会議室,不定期　原則土日曜日　月３回,不問,不問（原則30名）,５００円/月（発明ロボット塾は教材費実費）,http://www.denden-town.or.jp,,いっしょに発明しよう,下記 FAX）で「発明クラブ入部希望」として〒、住所、氏名、学年、連絡先記入,随時,随時,,０６－６６４１－６１１１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,AM10:00～PM6:00,０６－６６４６－１０３０,,,,,,,
大阪市森之宮少年少女発明クラブ,おおさかしもりのみや,http://kids.jiii.or.jp/modules/pico/index.php?content_id=156,大阪府,大阪市東成区中道1-3-62,大阪市東成区中道２－９－２０,大阪市立北中道小学校,毎月第3土曜日、13:00～16:00,小学校4年生～小学校6年生,１８名,"6,000円/年（材料費、通信費、保険）",http://www.shizen-daigaku.jp/web_users/hatumeiclab/index.html,,,ホームページ参照,１月,２月末,ホームページ参照,,,,,,,,,,,
交野市少年少女発明クラブ,かたのし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=154,大阪府,交野市,交野市私市9-4-8,星の里いわふね天体研修センター,第2・4土曜日の午前9時30分～正午（長期休業中は別途計画）,市内在住の小学4年生～中学3年生,30,,http://www.city.katano.osaka.jp/kakka/ikusei/kidsarenahatumei.html,,,,,,交野市教育委員会　生涯学習推進部　青少年育成課内　少年少女発明クラブ事務局,０７２－８９２－７７２１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０７２－８９２－１７００,ｉｋｕｓｅｉ＠ｃｉｔｙ．ｋａｔａｎｏ．ｏｓａｋａ．ｊｐ,,,,,,
東大阪市少年少女発明クラブ,ひがしおおさかし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=155,大阪府,東大阪市,大阪府東大阪市高井田中1-5-3,東大阪市立産業技術支援センター内,学校休日の第2・第4土曜日　午後1:00～4:00,小学校5年生～中学校2年生,30名,"年会費5,000円",http://www.techsupport.jp/112.php,,,上記ホームページをご覧下さい,,,東大阪市少年少女発明クラブ（東大阪市立産業技術支援センター内）,０６－６７８５－３３２５,※件名に、「東大阪市少年少女発明クラブの件」とご記入下さい。,月曜日～金曜日　　9:00～17:00,０６－６７８５－３３６３,sangi＠techsupport.jp　（＠は半角で入力して下さい）,,,,,,
淡路少年少女発明クラブ,あわじ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=159,兵庫県,淡路市,淡路市志筑3117-1,淡路市立中央公民館（しづのおだまき館）,概ね月2回（土曜日）,淡路市市内の小学校3年生～6年生,30名,5000円（年会費）,http://www.abgic.com/,,,,,,淡路市立中央公民館,０７９９－６２－０１５７,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,8：30～17：00,０７９９－６２－６８４４,,,,,,,
伊丹市少年少女発明クラブ,いたみし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=160,兵庫県,伊丹市,伊丹市桑津3-1-36,伊丹市立こども文化科学館,主に土曜日,市内在住の小学3年生～中学3年生,44,,http://business4.plala.or.jp/kodomo/kouza.html,,,,,,伊丹市立こども文化科学館内　少年少女発明クラブ事務局,０７２－７８４－１２２２,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０７２－７７２－０７７８,,,,,,,
神戸市少年少女発明クラブ,こうべし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=158,兵庫県,神戸市,兵庫県神戸市中央区港島中町7-7-6,バンドー神戸青少年科学館,毎月原則第3日曜日 全11回,小学4年生～中学生,32人,6000円（年会費）,http://kobe-kagakukan.com/club/boys_girls_club/,,,往復はがきでのお申し込み,3月下旬～4月,4月末,バンドー神戸青少年科学館,０７８－３０２－５１７７,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,10:00～16:00,０７８－３０２－４８１６,,,,,,,
姫路少年少女発明クラブ,ひめじ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=161,兵庫県,姫路市,兵庫県姫路市青山1470-15,姫路科学館,年間10回程度,市内および近郊在住の小学生,20,,,,,,,,はりま科学工作クラブ事務局内　少年少女発明クラブ事務局,０９０－１１３０－１７６８,※件名に、「姫路少年少女発明クラブの件」とご記入下さい。,,,ctnaka＠nike.eonet.ne.jp　※送信の際は＠を半角小文字に変えてください。,,,,,,
高取町少年少女発明クラブ,たかとりちょう,http://kids.jiii.or.jp/modules/pico/index.php?content_id=163,奈良県,高市郡高取町,奈良県高市郡高取町観覚寺1023,高取町リベルテホール,毎月　第2・第4土曜日　13:00～15:00（5月～2月）,町内在住の小学校4年生～6年生,20名,"年会費　2,000円",http://www.mahoroba.ne.jp/~nakamoto/hatsumei/hatsumei.htm,,,,,,高取町教育委員会事務局　生涯学習グループ,０７４４－５２－３７１５,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,8:30～17:15,０７４４－５２－２８７７,,,,,,,
奈良市少年少女発明クラブ,ならし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=167,奈良県,奈良市,〒630-8122　奈良県奈良市三条本町13-1,"奈良市はぐくみセンター　
7階PC室・9階ものづくり工作室・キッズサイエンスラボ",主に第2第4土曜日の午前中・日曜日の午前中,奈良市内に在住の小学生（コースごとに学年を設定）,コースごとに参加人数を設定,コースごとに設定（主に材料費等を徴収している）,,,"１　工作教室（本科）コース■■■■■■
（１）対象学年　小学校５・６年
（２）活動内容　年間9回（各日午前9：30-11：30）
　　　開講式(5/13)木工工作(２回)、アイデア工作(２回)、電子工作(3回)、閉講式(2/10) 
　　　活動予定日：5/13、6/10、7/8、9/9、10/7、11/11、12/9、1/13、2/10
（３）参加費用　　年間7000円

２　工作教室(基礎)コース■■■■■■
（１）対象学年　小学校３・４年
（２）活動内容　年間8回（各日午前9：30-11：30）
　　　開講式(5/14)木工工作(２回)、アイデア工作(２回)、閉講式(2/10) 
　　　活動予定日：5/13、6/24、7/22、9/10、10/14、11/25、12/23、2/10
（３）参加費用　　年間5000円



３　発明くふう展コース■■■■■■
　　　　※作品は、「全国学生児童発明くふう展」に出品します。
　（１）対象学年　小学校５・６年
　（２）活動内容　年間３回
　　　　活動予定日：8/3、8/4、8/5
　（３）参加費用　　年間500円


４　未来の科学の夢絵画展コース■■■■■■
　　　　※作品は「未来の科学の夢絵画展」に出品します。
　（１）対象学年　小学校１～６年
　（２）活動内容　年間4回
　　　　活動予定日：8/1、8/2、8/3、8/4
（３）参加費用　　年間500円

５　チャレンジ創造コンテストコース（開催予定：現状は開催未定）■■■■■■
　　　　※全国少年少女チャレンジ創造コンテストへの出場をめざします。
　（１）対象学年　小学校５・６年、中学生
　（２）活動内容　年間5回【3名グループでの参加になります。】

　　　　活動予定日：未定
　（３）参加費用　　年間1000円
　　　　※代表者のみ申し込んでください。本年度の開催は未定です。","１　以下のメールアドレスに、件名「発明クラブ申込み」として空メールを送付してください。
折り返し、申込みフォームのリンクをお送りします。
　　　申込みメールアドレス　　n_ueda@sta.tenri-u.ac.jp
　２　申込みフォームから、必要事項を入力回答してください。",令和5（2023）年３月6日（月）　ただし、新1年生については、4月1日以降,"令和5（2023）年4月20日（月）　
※　新型コロナウイルス感染症の感染状況によっては、活動予定の変更・中止もあります。
※　定員は、新型コロナウイルス感染症の感染状況によって変更する可能性があります
　　が、現在のところ各コース２０名程度を予定しています。なお、応募多数の場合は
　　抽選で決定し、4月末日をめどに当選者に連絡します。
※　本件に関するお問い合わせは、n_ueda@sta.tenri-u.ac.jp まで、メールにてお願いします。

詳しいスケジュールは、発明クラブ年間計画をみてください。

こちらからダウンロードできます。

募集チラシは、

こちらからダウンロードできます。",奈良市教育センター　教育支援・相談課内,０７４２－３６－０４０１（塩津）,※件名に、「奈良市少年少女発明クラブの件」とご記入下さい。,,,n_ueda＠sta.tenri-u.ac.jp　※＠を半角小文字に変えて送信してください。,,,,,,
大和郡山市少年少女発明クラブ,やまとこおりやま,http://kids.jiii.or.jp/modules/pico/index.php?content_id=162,奈良県,大和郡山市,大和郡山市南郡山町,中央公民館（三の丸会館）,主に土曜日の午前中,市内在住の小学校4年生～小学校6年生,20名,4800円（受講料1300円、材料費3500円）,,,市内在住の小学校4年生～小学校6年生,往復はがきか窓口にて（詳しくは事務局までお問い合わせください）,4月上旬,4月下旬,大和郡山市教育委員会　生涯学習課内,０７４３－５３－１１５１（内線７３２）,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月曜日～金曜日　8:30～17:15,０７４３－５２－３２１１,,,,,,,
有田市少年少女発明クラブ,ありたし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=164,和歌山県,有田市,有田市箕島79番地,有田市立箕島中学校特別教室木工室,毎月第2・第4日曜日,市内在住の小学2年生～中学3年生,100,,,,,,,,紀州有田商工会議所内　少年少女発明クラブ事務局,０７３７－８３－４７７７,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０７３７－８３－４７８２,,,,,,,
有田川町少年少女発明クラブ,ありだがわちょう,http://kids.jiii.or.jp/modules/pico/index.php?content_id=360,和歌山県,有田郡有田川町,有田川町下津野1241-3,有田川町立吉備中学校（美術室および技術室）,原則として土曜日の午前および日曜日の午前、午後,町内在住の小学4年生～6年生,25,,,,,,,,有田川町教育委員会社会教育課内　少年少女発明クラブ事務局,０７３７－５２－２１１１（代）,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０７３７－３２－４８２７,,,,,,,
岩出市少年少女発明クラブ,いわでし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=381,和歌山県,岩出市,和歌山県岩出市根来２３０６－１,岩出市民俗資料館,原則、土曜日の午前中,市内在住の小学４年生～６年生,３０名,,,,少年少女発明クラブ員募集,申込書を提出,,,岩出市教育委員会生涯学習課,０７３６－６２－２１４１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０７３６－６２－４５９０,s-gakusyu＠city.iwade.lg.jp,,,,,,
海南市少年少女発明クラブ,かいなんし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=165,和歌山県,海南市,海南市大野中995-2,海南市わんぱく公園　創作工房,毎月第1・第3土曜日,市内在住の小学校3年生～中学校2年生,30名,"4,800円/年（材料費・保険料込み）",,,,電話で申し込み,3月1日から,3月31日まで,海南市役所産業振興課,０７３－４８３－８４６０,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,8:30～17:15,０７３－４８３－８４６６,,,,,,,
紀の川市少年少女発明クラブ,きのかわし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=358,和歌山県,紀の川市,紀の川市西大井363番地,紀の川市打田生涯学習センター（活動内容により変更）,原則、毎月第３土曜日の午前中,市内在住の小学４年生～６年生,３０人,,,,,申込書を提出,３月上旬,３月中旬～下旬,紀の川市教育委員会生涯学習課,０７３６－７９－３９０７,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,午前９時～午後５時（土日祝、年末年始除く）,０７３６－７７－０９１７,k150400-001＠city.kinokawa.lg.jp,,,,,,
御坊市少年少女発明クラブ,ごぼうし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=352,和歌山県,御坊市,和歌山県御坊市薗76,御坊市勤労青少年ホーム,第2土曜日　午前9時30分～12時,御坊市内在住の小学4年生～小学6年生（募集は次年度新4年生を対象とし、原則3年間継続して活動に参加すること）,各学年15名、全体45名,"年会費5,000円（材料費・安全保険料込）",,地方紙（日高新報、紀州新聞に毎回活動後記事掲載）,,所定の参加申込書を事務局まで提出（郵送又はFAXも可）、定員を超えれば抽選,1月下旬頃,2月上旬頃,御坊市教育委員会生涯学習課内　御坊市少年少女発明クラブ事務局,０７３８－２３－５５２５,※件名に、「御坊市少年少女発明クラブの件」とご記入下さい。,平日　午前8時30分～午後5時15分,０７３８－２４－０５２８,ｋｙｏｉｓｈａｋｙｏ＠ｃｉｔｙ．ｇｏｂｏ．ｌｇ．ｊｐ,,,,,,
新宮市少年少女発明クラブ,しんぐうし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=377,和歌山県,新宮市,新宮市浮島1-10,新宮市浮島隣保館・児童館,原則として、月１回（土曜日または日曜日）,市内在住または市内小学校在校の小学４年生～６年生,２０人,年会費　５，０００円,,,,「広報新宮」に掲載,,,新宮市教育委員会生涯学習課,０７３５－２２－４６１９,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０７３５－２２－４６１９,,,,,,,
田辺市少年少女発明クラブ,たなべし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=369,和歌山県,田辺市,〒646-0028 和歌山県田辺市高雄1-23-1田辺市民総合センター,市内の公民館や学校のほか、近隣市町村の教育施設など,原則として日曜日の午前（一部を除く）,市内在住の小学4年生～6年生,30名（年度毎に募集者の中から抽選で決定）,"年会費　5,000円",,,"工作や実験、野外での自然観察など様々な講座を開催します。
           5月から毎月1回（9月を除く）、年に合計10回開催します。",下記事務局に直接又はお電話でお申し込みください。,毎年2月下旬,毎年3月下旬,〒646-0028　和歌山県田辺市高雄1-23-1　田辺市教育委員会生涯学習課,０７３９－２６－４９０８,※件名に、「田辺市少年少女発明クラブの件」とご記入下さい。,8:30～17:15,０７３９－２５－６０２９,shougai@city.tanabe.lg.jp,,,,,,
橋本市少年少女発明クラブ,はしもとし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=366,和歌山県,橋本市,和歌山県橋本市市脇1-3-18,㈶橋本商工会館　5階会議室,原則として土曜日の午後とする,内在住の小学４年生～小学６年生,３０名,5000円の年会費制とする（初年度のみ3000円とする）,,,,橋本市教育委員会を通じ、各小学校へ募集依頼する。,,,㈶橋本商工会議所,０７３６－３２－０００４,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０７３６－３３－３３２６,,,,,,,
和歌山市少年少女発明クラブ,わかやまし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=166,和歌山県,和歌山市,和歌山県和歌山市寄合町１９番地,和歌山市立こども科学館,第2・4土曜日の午前・午後,市内在住の小学3年生～中学3年生,64名（32名×2組）,"年会費3,000円",なし,,こども科学館へお問い合わせください,,,,和歌山市少年少女発明クラブ（こども科学館内）,０７３－４３２－０００２,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,8:30～17:15,０７３－４３２－０００４,,,,,,,
鳥取市少年少女発明クラブ,とっとりし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=168,鳥取県,鳥取市,〒680-0841　鳥取市鳥取市吉方温泉3-701,FabLabとっとり（鳥取市文化センター内）,"原則　第
２水曜日　１５時３０分～１７時",特にありません,10名以内,4月～9月（前期）500円、10月～3月（後期）500円,http://www.cjrd.tottori-u.ac.jp/monodukuri/index.html,,,4月に募集、9月に募集、チラシ配布,,,鳥取大学　産学・地域連携推進機構　社会貢献課　ものづくり協力会議,０８５７－３１－６７７７,※件名に、「少年少女発明クラブの件」とご記入下さい。,,０８５７－５２－６６７４,monodukuri＠cjrd.tottori-u.ac.jp　※送信時は＠を半角小文字にしてください,,,,,,
出雲少年少女発明クラブ,いずも,http://kids.jiii.or.jp/modules/pico/index.php?content_id=170,島根県,出雲市,出雲市今市町1900-2,出雲科学館,毎月第3・第4土曜日,小学4年生～中学3年生,36,,http://www.izumo.ed.jp/kagaku/classroom/club.html,,,,,,出雲科学館内　少年少女発明クラブ事務局,０８５３－２５－１５００,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０８５３－２４－８３８３,,,,,,,
大社町少年少女発明クラブ,たいしゃちょう,http://kids.jiii.or.jp/modules/pico/index.php?content_id=171,島根県,出雲市,島根県出雲市大社町杵築東307,志成館　大社町こども科学館,土曜日,町内在住の小学校3年生～中学校3年生,30,,http://www.taisha.jaycee.or.jp/index.html,,,,,,出雲商工会館２階内　少年少女発明クラブ事務局,０８５３－５３－５５９７,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０８５３－５３－５５９８,ｉｎｆｏ＠ｔａｉｓｈａ．ｊａｙｃｅｅ．ｏｒ．ｊｐ,,,,,,
日原少年少女発明クラブ,にちはら,http://kids.jiii.or.jp/modules/pico/index.php?content_id=172,島根県,鹿足郡津和野町,島根県鹿足郡津和野町森村ﾛ104　津和野小学校　わくわく広場、島根県鹿足郡津和野町日原235番地 　日原小学校　ひまわりクラブ,,月１回　月曜日　放課後（１５時から１７時）,児童クラブ参加者,,,,,,,,,日原山村開発センター,０８５６－７４－０３０２,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０８５６－７４－０１２７,tukiusag＠gmail.com,,,,,,
松江少年少女発明クラブ,まつえ,http://kids.jiii.or.jp/modules/pico/index.php?content_id=368,島根県,松江市,①松江市東出雲町揖屋2797-3　②松江市東朝日町267,①エステック株式会社　②独立行政法人高齢・障害・求職者雇用支援機構　島根県職業訓練支援センター,土曜日午後、日曜日の午前、午後,市内在住の小学4年生～中学3年生,15名,"年会費　3,000円","（ホームページ）　　http://www.k4.dion.ne.jp/~kiseki/science/　
（ブログ）http://matuescience.wordpress.com/",,,,,,,,,,,,,,,,,
岡山市少年少女発明クラブ,おかやまし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=175,岡山県,岡山市,岡山県岡山市北区伊島町３丁目１－１,岡山県生涯学習センター,基本的に毎月第2・第4土曜日　10:00～12:00,小学校4年生～6年生,３５名程度,"年1,000円",http://www.t-ueda.jp/hatsumei/,,クラブで物づくりをしてみたい人　詳しくはホームページを参照下さい,封書で,,,岡山市北区大安寺西町4-3,０８６－２５２－６３７０,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,全日,０８６－２５２－６３７０,,,,,,,
玉野市少年少女発明クラブ,たまのし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=173,岡山県,玉野市,玉野市玉原2-22-2,玉野市立玉原幼稚園,毎週土曜日13:30～16:30（但し祝日を除く）11月～3月は13:00～16:00,市内在住の小学4年～中学3年,40名,,,,,小中学校へのチラシ配布,毎年2月上旬,毎年2月下旬,玉野市生涯学習センター内　少年少女発明クラブ事務局,０８６３－８３－９２００,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,8:30～17:15,０８６３－８３－９１０１,ｍｉｎｅｒｖａ＠ｃｉｔｙ．ｔａｍａｎｏ．ｏｋａｙａｍａ．ｊｐ,,,,,,
津山市少年少女発明クラブ,つやまし,,岡山県,津山市,,,,,,,,,,,,,,,,,,,,,,,,
呉市少年少女発明クラブ,くれし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=177,広島県,呉市,広島県呉市宝町5-20,呉市海事歴史科学館（大和ミュージアム）,月3回土曜日午前,小学校4年生～中学校3年生,30名,"年会費　3,000円",,,,Eメール，郵便，FAX等,２月に新年度生募集（予定）。（※一年を通して，随時入会のご相談に応じます。）,３月に新年度参加クラブ員決定。（予定）,呉市少年少女発明クラブ（大和ミュージアム内）,０８２３－２５－３０４７,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,8:30～17:15,０８２３－２５－３９８２,kaizi＠city.kure.lg.jp,,,,,,
東広島市少年少女発明クラブ,ひがしひろしまし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=178,広島県,東広島市,東広島市西条栄町７番４８号,東広島市中央生涯学習センター,第2・第4土曜日（原則）　9：00～12：00　特別活動については別に定めます,小学校4年生～中学校3年生,40名程度（応募多数の場合は抽選となります）,"年会費：3,000円（材料費、傷害保険料など）",,,科学や発明、工作に関心のある小中学生のみなさん,前年度の１月中旬頃から、市内小中学校、市広報誌を通じて募集を行います。詳細につきましては事務局へお問合せ下さい。,前年度の１月中旬頃,前年度の２月下旬頃,東広島市産業振興課内,０８２－４２０－０９２１,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月曜日～金曜日　8：30～17：15,０８２－４２２－５８０５,,,,,,,
広島少年少女発明クラブ,ひろしま,http://kids.jiii.or.jp/modules/pico/index.php?content_id=176,広島県,広島市中区,広島市中区基町５－８３,広島市こども文化科学館,土曜日の午前・午後、及び日曜日（年21回）　夏季休暇中は特別スケジュール,小学校4年生～中学校3年生,基礎コース32名、完成コース32名,年会費5000円,http://www.pyonta.city.hiroshima.jp/,,学校や家庭をはなれて、違う学年の仲間たちと物を作り上げる喜びを味わいましょう！,往復はがきで（詳細は広島市こども文化科学館ＨＰなどで確認してください）応募者多数の場合は抽選。,3月（詳細はお問合せください）,4月（詳細はお問合せください）,広島少年少女発明クラブ（広島市こども文化科学館内）,０８２－２２２－５３４６,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,火曜日～日曜日　9:00～17:00,０８２－５０２－２１１８,,,,,,,
福山少年少女発明クラブ,ふくやま,http://kids.jiii.or.jp/modules/pico/index.php?content_id=179,広島県,福山市,広島県福山市,ポリテクカレッジ福山,毎月第2・第4土曜日　14：00～16：00,小学校4年生～中学校3年生,30名,"年会費5,000円",,途中入会不可,,福山商工会議所のHP(http://www.fukuyama.or.jp/)に掲載。　往復はがきで申し込んでください。,毎年3月中旬,先着順,福山少年少女発明クラブ事務局（福山商工会議所　産業課）,０８４－９２１－２３４９,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,月曜日～金曜日、8：30～12：00、13：00～17：30,０８４－９２２－０１００,,,,,,,
宇部市少年少女発明クラブ,うべし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=185,山口県,宇部市,〒755-0026宇部市松山町一丁目１２番１号,宇部市勤労青少年会館　3F　科学講座室,原則として毎月第2、第4土曜日,宇部市および近郊の市町村の小学校4～6年生,30名,5000円／人・年,,,公報うべ4月1日号で募集,上記の募集要項に従い、はがきＦＡＸ、Ｅ-Ｍａｉｌで申し込み,4月1日～15日,定員になり次第、締切,"〒755-0029宇部市新天町１丁目２－３９　まちづくりプラザ２Ｆ
市民活動センター内",０８３６－３６－９５５５,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,10:00～17:00,０８３６－３９－２２７２,ｍａｉｌ＠ｕｂｅｎｅｔ．ｃｏｍ,,,,,,
下関市少年少女発明クラブ,しものせきし,http://kids.jiii.or.jp/modules/pico/index.php?content_id=182,山口県,下関市,下関市伊倉町2-1-1,下関市立川中公民館,第2・第4土曜日10時～12時,市内及び近郊在住の小学4年生～小学6年生,50名,年会費4000円、保険料800円,,,,事務局までお問い合わせ下さい。,2月初旬,,下関市教育委員会 学校教育課教育研修室内　少年少女発明クラブ事務局,０９０－５３７１－０６８０,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,,０８３－２３２－８４２７,shimoclub751＠gmail.com　（メール送信の際は＠を半角にしてください）,,,,,,
周南少年少女発明クラブ,しゅうなん,http://kids.jiii.or.jp/modules/pico/index.php?content_id=186,山口県,周南市,周南市徳山5673,周南市立岐山小学校　C棟3階,毎月第2、第4土曜日（原則）,周南市および近郊在住の小学4～6年生,20名,6000円（材料費及び傷害保険料）,http://www.aysa.jp/hatsumei/index.html,,,市内各小学校の該当児童に募集案内を配布,毎年4月中旬,4月下旬,"山口県アクティブシニア協会内　
少年少女発明クラブ事務局",0834-32-8409,※件名に、「○○（具体的な名称）少年少女発明クラブの件」とご記入下さい。,平日9時30分～15時30分,0834-34-8940,ｈａｔｓｕｍｅｉ－ｉｎｆｏ＠ａｙｓａ．ｊｐ,,,,,,
